Name,Geometry,L* (D65/10),a* (D65/10),b* (D65/10),r,g,b
PAR_PW_ROz_NG_2,15as-45,33.45821298,16.18939019,11.80847511,108,69,61
PAR_PW_ROz_NG_2,15as-30,33.18997147,16.35568769,11.93719509,108,68,60
PAR_PW_ROz_NG_2,15as-15,33.23949262,16.32779275,11.97954462,108,68,60
PAR_PW_ROz_NG_2,15as15,34.31737577,17.60565419,14.00964357,113,69,59
PAR_PW_ROz_NG_2,15as45,33.22706623,18.77298622,15.37037584,112,66,55
PAR_PW_ROz_NG_2,15as80,31.26777052,18.35891453,14.22584968,106,62,52
PAR_PW_ROz_NG_2,45as-15,46.23021191,10.4489221,8.888582984,132,103,95
PAR_PW_ROz_NG_2,45as15,38.4483319,12.95056287,10.87600171,117,82,74
PAR_PW_ROz_NG_2,45as25,36.7663853,13.94266266,11.66949797,114,78,68
PAR_PW_ROz_NG_2,45as45,34.96433322,15.38726518,13.02411376,112,73,62
PAR_PW_ROz_NG_2,45as75,36.95476921,16.8219935,15.04173765,120,76,64
PAR_PW_ROz_NG_2,45as110,39.04193128,17.47466283,15.37613048,126,81,68
PAR_PW_RO_NG_1,15as-45,55.4394706,16.50220847,8.853630267,166,122,118
PAR_PW_RO_NG_1,15as-30,57.48996035,15.92337141,8.338007679,170,128,124
PAR_PW_RO_NG_1,15as-15,59.07685932,15.40494563,8.115229689,174,132,129
PAR_PW_RO_NG_1,15as15,59.44585292,15.85154457,8.629119996,176,133,129
PAR_PW_RO_NG_1,15as45,55.94205223,17.56505762,9.639533689,169,123,118
PAR_PW_RO_NG_1,15as80,52.09836026,18.47173877,10.13193762,160,112,108
PAR_PW_RO_NG_1,45as-15,71.20818412,10.78800036,5.802914508,198,167,164
PAR_PW_RO_NG_1,45as15,62.07629401,13.00131163,7.117371465,178,142,138
PAR_PW_RO_NG_1,45as25,59.42435075,14.18977399,7.800195505,173,134,130
PAR_PW_RO_NG_1,45as45,56.15516538,15.46433858,8.580925246,166,125,120
PAR_PW_RO_NG_1,45as75,54.38244252,16.95777506,9.693135296,164,119,114
PAR_PW_RO_NG_1,45as110,53.10513182,18.00207114,10.50397268,163,115,110
PAR_PW_RO_MC_2,15as-45,50.54145287,14.06206045,7.183829023,148,111,109
PAR_PW_RO_MC_2,15as-30,49.20009775,14.56365928,7.388253375,145,108,105
PAR_PW_RO_MC_2,15as-15,47.86991507,14.96575436,7.740247042,143,104,101
PAR_PW_RO_MC_2,15as15,47.85989864,15.70811018,8.343969545,144,104,100
PAR_PW_RO_MC_2,15as45,47.53454654,16.16891595,8.580666277,144,103,99
PAR_PW_RO_MC_2,15as80,48.71739656,15.09007952,7.797881299,145,106,103
PAR_PW_RO_MC_2,45as-15,63.10186105,10.14518381,6.280024375,175,146,142
PAR_PW_RO_MC_2,45as15,54.56476191,11.98417728,7.315359315,156,123,118
PAR_PW_RO_MC_2,45as25,52.12234854,12.87230723,7.719467377,151,116,112
PAR_PW_RO_MC_2,45as45,50.36425101,13.51892086,7.949373597,147,111,107
PAR_PW_RO_MC_2,45as75,50.73429427,14.20247878,8.299585523,149,112,107
PAR_PW_RO_MC_2,45as110,53.87903144,13.67821101,7.812505336,157,120,116
PAR_PW_RO_PB_2,15as-45,41.93146993,12.45355128,6.480873718,123,91,89
PAR_PW_RO_PB_2,15as-30,42.98046483,12.15110692,6.197332867,125,94,92
PAR_PW_RO_PB_2,15as-15,44.54219929,11.62327742,5.941683552,128,98,96
PAR_PW_RO_PB_2,15as15,44.32452471,13.04370129,7.109488236,130,97,94
PAR_PW_RO_PB_2,15as45,39.73975365,15.5205108,8.815512432,123,84,80
PAR_PW_RO_PB_2,15as80,37.22219508,15.93120744,8.967293058,117,78,74
PAR_PW_RO_PB_2,45as-15,67.46521748,6.308446306,5.052702003,180,160,155
PAR_PW_RO_PB_2,45as15,53.94593649,8.540018477,6.854889138,148,124,118
PAR_PW_RO_PB_2,45as25,49.3780498,9.771082418,7.523128289,139,111,105
PAR_PW_RO_PB_2,45as45,43.9946529,11.77248937,8.934319115,128,97,90
PAR_PW_RO_PB_2,45as75,43.71021937,13.56142564,10.96661275,131,95,86
PAR_PW_RO_PB_2,45as110,45.47923693,14.20014695,11.59289213,137,99,89
PAR_PW_STI_NG_1,15as-45,76.69227711,11.10022028,21.12245205,223,181,151
PAR_PW_STI_NG_1,15as-30,76.97233464,10.91183447,21.0988948,224,182,152
PAR_PW_STI_NG_1,15as-15,76.3091354,10.94729163,20.88202495,222,180,150
PAR_PW_STI_NG_1,15as15,75.75029717,10.73804209,21.40576238,220,179,148
PAR_PW_STI_NG_1,15as45,73.83019455,11.20126397,22.10035988,216,173,142
PAR_PW_STI_NG_1,15as80,71.29322594,11.27855727,21.916235,209,166,135
PAR_PW_STI_NG_1,45as-15,88.63986758,8.918933598,16.52947788,252,216,192
PAR_PW_STI_NG_1,45as15,78.63539018,9.901739699,19.70555072,226,187,159
PAR_PW_STI_NG_1,45as25,76.32449534,10.25704553,20.31558366,220,181,151
PAR_PW_STI_NG_1,45as45,73.6208292,10.61377127,21.13987818,214,173,143
PAR_PW_STI_NG_1,45as75,72.74615743,10.59397604,21.6424238,211,171,140
PAR_PW_STI_NG_1,45as110,72.18303925,10.56088131,21.39284259,210,169,139
PAR_PW_RO_PB_1,15as-45,47.14835802,14.99165262,7.926244338,141,102,99
PAR_PW_RO_PB_1,15as-30,48.98338698,14.4168396,7.495640208,145,107,104
PAR_PW_RO_PB_1,15as-15,50.80803494,13.70009186,7.144794718,148,112,109
PAR_PW_RO_PB_1,15as15,50.27074082,14.78553577,7.959892494,149,110,107
PAR_PW_RO_PB_1,15as45,46.26560053,16.69140532,9.20348711,142,99,95
PAR_PW_RO_PB_1,15as80,41.96450933,17.20968481,9.534981743,131,88,84
PAR_PW_RO_PB_1,45as-15,66.40972737,8.637759852,5.538781208,181,156,152
PAR_PW_RO_PB_1,45as15,55.21378064,11.23489638,7.792354308,157,125,119
PAR_PW_RO_PB_1,45as25,51.63873844,12.45158173,8.526188898,149,115,109
PAR_PW_RO_PB_1,45as45,46.85148503,14.31389852,9.678651479,140,102,95
PAR_PW_RO_PB_1,45as75,51.91049139,13.3068886,10.19013838,152,115,107
PAR_PW_RO_PB_1,45as110,53.94260239,12.98960958,11.56600069,158,120,110
PAR_PW_RO_NG_2,15as-45,37.69136729,15.76032106,7.848294454,117,79,77
PAR_PW_RO_NG_2,15as-30,38.04551951,15.73724707,7.687590074,118,80,78
PAR_PW_RO_NG_2,15as-15,38.70338683,15.36318474,7.521308009,119,82,80
PAR_PW_RO_NG_2,15as15,38.70812843,17.10579276,9.026811414,122,80,77
PAR_PW_RO_NG_2,15as45,35.8050437,19.49519751,10.87431001,119,72,68
PAR_PW_RO_NG_2,15as80,34.00405765,19.37363864,10.3588664,113,68,64
PAR_PW_RO_NG_2,45as-15,56.50743072,9.513382455,6.185839602,156,130,125
PAR_PW_RO_NG_2,45as15,45.00390653,12.7223207,7.913038544,132,99,94
PAR_PW_RO_NG_2,45as25,41.53287184,14.25204472,8.671554492,125,89,84
PAR_PW_RO_NG_2,45as45,37.05748342,16.73010617,10.17556456,118,77,72
PAR_PW_RO_NG_2,45as75,36.76368299,19.7048341,12.95083233,122,74,67
PAR_PW_RO_NG_2,45as110,38.5538595,20.76716447,13.65672144,129,77,70
PAR_PW_RO_NG_3,15as-45,35.6994372,15.0375063,7.479288581,111,75,73
PAR_PW_RO_NG_3,15as-30,36.20562817,15.14060727,7.459434816,112,76,74
PAR_PW_RO_NG_3,15as-15,36.99910641,14.82185187,7.245692582,114,78,76
PAR_PW_RO_NG_3,15as15,38.02751211,16.32338899,8.644698201,119,79,76
PAR_PW_RO_NG_3,15as45,35.17630211,18.8787141,10.57743713,116,71,67
PAR_PW_RO_NG_3,15as80,33.83323942,19.12456776,10.30722617,113,67,64
PAR_PW_RO_NG_3,45as-15,55.47783756,8.353726638,5.620011704,151,128,123
PAR_PW_RO_NG_3,45as15,45.8685694,10.9904182,7.361838027,131,102,97
PAR_PW_RO_NG_3,45as25,42.24086939,12.45072175,8.117717786,124,92,87
PAR_PW_RO_NG_3,45as45,37.79390219,14.80433564,9.703481175,117,80,74
PAR_PW_RO_NG_3,45as75,38.21799713,17.34857496,12.13736392,123,79,71
PAR_PW_RO_NG_3,45as110,41.09242921,18.23571969,12.81106294,132,85,77
PAR_PW_STII_NG_2,15as-45,54.12208315,18.85360404,25.5998986,173,116,86
PAR_PW_STII_NG_2,15as-30,53.41466356,19.6807144,26.68172219,172,114,83
PAR_PW_STII_NG_2,15as-15,52.48488264,20.27475034,26.97551122,171,111,80
PAR_PW_STII_NG_2,15as15,53.08185399,20.47809374,27.81471191,173,112,80
PAR_PW_STII_NG_2,15as45,53.02613101,20.80218185,28.5483345,174,112,78
PAR_PW_STII_NG_2,15as80,54.26418576,20.00071229,27.73030811,176,116,83
PAR_PW_STII_NG_2,45as-15,63.37573831,15.85502474,21.98465149,193,142,115
PAR_PW_STII_NG_2,45as15,56.4810445,18.36287778,25.60810075,179,123,92
PAR_PW_STII_NG_2,45as25,54.86465188,19.10091602,26.50487479,176,118,86
PAR_PW_STII_NG_2,45as45,53.14957093,20.02696886,27.62767005,173,113,80
PAR_PW_STII_NG_2,45as75,53.53205531,19.98649088,28.19162614,174,114,80
PAR_PW_STII_NG_2,45as110,56.10216831,19.1113806,27.34827476,180,121,88
PAR_PW_ROz_NG_3,15as-45,34.84725592,15.18932114,11.16025942,110,72,65
PAR_PW_ROz_NG_3,15as-30,33.91855904,15.37095532,11.36987622,108,70,62
PAR_PW_ROz_NG_3,15as-15,33.44086135,15.5279112,11.49161798,107,69,61
PAR_PW_ROz_NG_3,15as15,34.20765981,16.95048865,13.5123572,112,70,60
PAR_PW_ROz_NG_3,15as45,32.88137617,18.14078896,14.86356727,111,66,55
PAR_PW_ROz_NG_3,15as80,30.87644404,17.55215918,13.74218074,104,62,52
PAR_PW_ROz_NG_3,45as-15,42.0054217,10.19548003,8.746034339,121,93,85
PAR_PW_ROz_NG_3,45as15,35.86041452,12.16198776,10.6667659,109,77,68
PAR_PW_ROz_NG_3,45as25,33.94870366,13.30292425,11.40234902,106,72,62
PAR_PW_ROz_NG_3,45as45,31.38675365,15.2482223,12.59415027,102,64,55
PAR_PW_ROz_NG_3,45as75,40.76663105,13.08541963,13.15436533,124,88,75
PAR_PW_ROz_NG_3,45as110,39.09684228,15.48406248,16.02750603,124,82,67
PAR_PW_RO_CC_2,15as-45,41.43142485,11.87297993,5.930512686,120,91,88
PAR_PW_RO_CC_2,15as-30,41.24846051,11.75243848,5.862814691,120,90,88
PAR_PW_RO_CC_2,15as-15,41.43064093,11.61523507,5.84582763,120,91,89
PAR_PW_RO_CC_2,15as15,40.23168957,13.51257082,7.385092983,120,87,83
PAR_PW_RO_CC_2,15as45,37.46619938,15.19161748,8.480134892,116,79,75
PAR_PW_RO_CC_2,15as80,35.81017883,14.45056328,7.775199547,111,75,72
PAR_PW_RO_CC_2,45as-15,59.17045615,6.81129961,4.972001091,158,138,134
PAR_PW_RO_CC_2,45as15,48.84576588,8.396601741,6.961108167,135,111,105
PAR_PW_RO_CC_2,45as25,45.58701827,9.367305796,7.535311788,128,102,96
PAR_PW_RO_CC_2,45as45,40.3781315,11.22446611,8.717980593,118,88,81
PAR_PW_RO_CC_2,45as75,47.93717768,10.35674591,9.386523154,137,107,98
PAR_PW_RO_CC_2,45as110,53.74277825,9.564532571,10.59621257,152,122,111
PAR_PW_RO_MC_1,15as-45,45.94753187,14.92631709,7.567992762,137,99,97
PAR_PW_RO_MC_1,15as-30,45.43904121,14.86469462,7.470402717,136,98,96
PAR_PW_RO_MC_1,15as-15,45.01770125,14.75207622,7.499009352,135,97,95
PAR_PW_RO_MC_1,15as15,44.95142494,15.68395166,8.373300937,136,97,93
PAR_PW_RO_MC_1,15as45,43.21128052,16.85589051,9.181604111,134,91,88
PAR_PW_RO_MC_1,15as80,42.11356009,16.51324264,8.856841078,130,89,86
PAR_PW_RO_MC_1,45as-15,60.45796732,10.68067576,5.302919913,168,139,137
PAR_PW_RO_MC_1,45as15,49.58669795,13.00880732,7.086142947,144,110,106
PAR_PW_RO_MC_1,45as25,47.14372527,13.83465254,7.66781223,139,103,100
PAR_PW_RO_MC_1,45as45,44.50292925,15.02861525,8.518741537,134,96,92
PAR_PW_RO_MC_1,45as75,44.79045174,16.16800461,9.824581029,137,96,90
PAR_PW_RO_MC_1,45as110,46.61550274,16.39338983,10.20020387,143,100,94
PAR_PW_RO_MC_3,15as-45,58.12230385,12.45354474,6.466334401,166,132,129
PAR_PW_RO_MC_3,15as-30,57.19384919,12.81766756,6.550111114,164,129,126
PAR_PW_RO_MC_3,15as-15,56.18900344,13.15711544,6.861041325,162,126,123
PAR_PW_RO_MC_3,15as15,56.85640695,13.52344606,7.252777634,164,128,124
PAR_PW_RO_MC_3,15as45,57.01258351,13.64190733,7.303900236,165,128,125
PAR_PW_RO_MC_3,15as80,58.1108965,13.08800042,6.977630569,167,131,128
PAR_PW_RO_MC_3,45as-15,66.05758691,10.00218902,5.328816457,182,154,151
PAR_PW_RO_MC_3,45as15,59.78270097,11.44114861,6.32520703,168,137,133
PAR_PW_RO_MC_3,45as25,58.53335708,11.93300669,6.593493218,166,133,130
PAR_PW_RO_MC_3,45as45,57.4472934,12.44217779,6.784385796,164,130,127
PAR_PW_RO_MC_3,45as75,58.5788685,12.4073649,7.032442702,167,133,129
PAR_PW_RO_MC_3,45as110,62.14635855,12.07442661,6.951210739,176,142,138
PAR_PW_salmon_NG_x,15as-45,64.05223939,22.35763908,24.81272341,206,139,112
PAR_PW_salmon_NG_x,15as-30,62.57596744,22.96034711,25.35941719,203,135,108
PAR_PW_salmon_NG_x,15as-15,61.03487741,23.38649695,25.39828024,199,131,104
PAR_PW_salmon_NG_x,15as15,60.68256521,23.71441461,26.31714407,199,129,101
PAR_PW_salmon_NG_x,15as45,59.71971506,23.83517888,26.80484179,196,127,98
PAR_PW_salmon_NG_x,15as80,58.73478105,22.09334536,25.19121166,191,126,98
PAR_PW_salmon_NG_x,45as-15,73.77054475,18.0968002,19.52151549,226,168,146
PAR_PW_salmon_NG_x,45as15,63.1178779,20.98402133,23.20167644,201,138,113
PAR_PW_salmon_NG_x,45as25,61.23365474,21.7440186,24.15257057,197,132,106
PAR_PW_salmon_NG_x,45as45,59.15237392,22.68408911,25.28986759,193,126,99
PAR_PW_salmon_NG_x,45as75,58.87138902,22.28253348,25.46397736,191,126,98
PAR_PW_salmon_NG_x,45as110,59.95921869,20.54658886,23.79764118,191,130,104
PAR_PW_RO_CC_3,15as-45,40.09264119,13.43092511,6.825265398,120,86,84
PAR_PW_RO_CC_3,15as-30,40.18612379,12.97786004,6.575715052,119,87,85
PAR_PW_RO_CC_3,15as-15,40.54903848,12.62218892,6.521476085,119,88,85
PAR_PW_RO_CC_3,15as15,39.01400401,14.72587342,8.230796965,119,83,79
PAR_PW_RO_CC_3,15as45,35.43708221,17.07913651,10.09742997,114,73,68
PAR_PW_RO_CC_3,15as80,33.34487774,16.50239804,9.508258165,108,68,64
PAR_PW_RO_CC_3,45as-15,59.23640717,7.787606121,3.771364667,159,138,136
PAR_PW_RO_CC_3,45as15,44.33338683,10.79903574,6.718167447,127,98,94
PAR_PW_RO_CC_3,45as25,41.11801451,11.93530842,7.840556681,121,90,85
PAR_PW_RO_CC_3,45as45,36.9330229,14.04169101,9.594335682,114,78,72
PAR_PW_RO_CC_3,45as75,40.06919873,14.90724979,12.15776385,124,85,75
PAR_PW_RO_CC_3,45as110,42.2042326,15.41841146,13.52742483,131,90,78
PAR_PW_RO_CC_1,15as-45,39.38082454,12.20785289,6.294218942,116,85,83
PAR_PW_RO_CC_1,15as-30,39.48710334,12.31020089,6.292764551,116,86,83
PAR_PW_RO_CC_1,15as-15,39.80769097,12.28543977,6.322845868,117,86,84
PAR_PW_RO_CC_1,15as15,39.83832872,13.88872886,7.678392569,120,85,82
PAR_PW_RO_CC_1,15as45,36.98252295,15.85177735,9.013917201,116,77,73
PAR_PW_RO_CC_1,15as80,35.98219605,15.13579585,8.294467429,112,75,72
PAR_PW_RO_CC_1,45as-15,58.59236314,6.717892754,4.620486238,156,137,133
PAR_PW_RO_CC_1,45as15,47.93366805,8.989352427,6.598174755,133,108,103
PAR_PW_RO_CC_1,45as25,44.73159772,10.07870996,7.239501454,127,100,94
PAR_PW_RO_CC_1,45as45,40.8052741,11.79851167,8.45378129,120,89,83
PAR_PW_RO_CC_1,45as75,42.03574314,13.55667282,10.59936779,127,91,82
PAR_PW_RO_CC_1,45as110,44.76007009,14.17450085,11.08398459,135,97,88
PAR_PW_RO_PB_3,15as-45,43.50313527,10.68045285,5.41227129,124,96,94
PAR_PW_RO_PB_3,15as-30,44.75153947,10.35556211,5.127797255,126,100,98
PAR_PW_RO_PB_3,15as-15,46.33669976,9.91022702,5.044292115,129,104,102
PAR_PW_RO_PB_3,15as15,46.02301894,11.20573121,6.04195684,131,102,99
PAR_PW_RO_PB_3,15as45,41.21415701,13.49225452,7.332386071,123,89,86
PAR_PW_RO_PB_3,15as80,39.40630862,13.68526587,7.227745011,118,84,82
PAR_PW_RO_PB_3,45as-15,70.49160499,5.199211721,4.491508283,186,169,164
PAR_PW_RO_PB_3,45as15,58.05435841,6.739853466,5.929396156,156,135,129
PAR_PW_RO_PB_3,45as25,53.14731639,7.722242488,6.598125459,145,122,116
PAR_PW_RO_PB_3,45as45,48.34728596,8.991987131,7.635451224,135,109,102
PAR_PW_RO_PB_3,45as75,47.76094389,10.50934494,8.954905537,136,107,99
PAR_PW_RO_PB_3,45as110,50.30175802,10.77562977,9.146851361,143,113,105
PAR_PW_STII_NG_1,15as-45,61.56537652,20.26741162,31.1796425,198,134,94
PAR_PW_STII_NG_1,15as-30,61.25371023,20.68895454,32.36955684,198,133,92
PAR_PW_STII_NG_1,15as-15,60.35091605,21.08789321,32.68103804,196,130,89
PAR_PW_STII_NG_1,15as15,60.95541903,20.98887584,33.52855362,198,132,89
PAR_PW_STII_NG_1,15as45,60.82208701,21.18524531,33.72880392,198,131,88
PAR_PW_STII_NG_1,15as80,60.92995855,20.83334763,32.56152446,198,132,90
PAR_PW_STII_NG_1,45as-15,68.85133718,17.49253348,26.62478607,214,155,121
PAR_PW_STII_NG_1,45as15,63.285973,19.13838589,30.47852669,201,139,100
PAR_PW_STII_NG_1,45as25,62.09017818,19.62721581,31.17343459,199,136,96
PAR_PW_STII_NG_1,45as45,60.73305853,20.1928643,32.03814942,196,132,91
PAR_PW_STII_NG_1,45as75,60.82325944,19.98124987,32.09671665,196,132,91
PAR_PW_STII_NG_1,45as110,62.4231974,19.50210593,30.91655959,199,137,97
PAR_PW_YO_MC_1,15as-45,77.81037429,6.452291923,29.73032453,223,187,138
PAR_PW_YO_MC_1,15as-30,78.50233695,6.655748166,31.0133951,226,188,137
PAR_PW_YO_MC_1,15as-15,78.5199656,7.385478782,31.94824,228,188,135
PAR_PW_YO_MC_1,15as15,80.92579005,7.26408387,33.46160825,235,194,139
PAR_PW_YO_MC_1,15as45,81.93466031,7.335974747,33.38702779,238,197,141
PAR_PW_YO_MC_1,15as80,84.09460513,6.881325831,32.58367279,244,203,149
PAR_PW_YO_MC_1,45as-15,80.9406722,5.619130746,26.02735084,229,196,153
PAR_PW_YO_MC_1,45as15,79.36300558,6.071276721,29.84390094,227,191,141
PAR_PW_YO_MC_1,45as25,79.27321016,6.427010099,30.49444263,228,191,140
PAR_PW_YO_MC_1,45as45,79.73145567,6.701041217,31.38226884,230,192,139
PAR_PW_YO_MC_1,45as75,81.56475414,6.289401085,31.17248779,234,197,145
PAR_PW_YO_MC_1,45as110,86.13025631,5.705819222,30.2259382,246,210,159
PAR_PW_YO_NG_2,15as-45,56.3004057,14.66049464,32.79216909,175,124,78
PAR_PW_YO_NG_2,15as-30,55.34377708,14.84922669,33.20498736,173,122,75
PAR_PW_YO_NG_2,15as-15,54.17828326,15.22197421,32.84828731,170,119,73
PAR_PW_YO_NG_2,15as15,53.7643456,15.09142252,34.568888,169,118,69
PAR_PW_YO_NG_2,15as45,52.51725833,15.4837983,36.60774791,167,114,62
PAR_PW_YO_NG_2,15as80,51.07208722,15.32313691,36.9379846,163,111,58
PAR_PW_YO_NG_2,45as-15,67.02179001,11.49343978,24.51790476,198,155,120
PAR_PW_YO_NG_2,45as15,56.75855385,13.41627539,30.50905128,174,126,83
PAR_PW_YO_NG_2,45as25,54.67202586,14.03331933,32.15367174,170,121,76
PAR_PW_YO_NG_2,45as45,51.91520831,14.92925764,34.94067877,164,113,64
PAR_PW_YO_NG_2,45as75,52.0716065,14.46563232,36.33871578,164,114,62
PAR_PW_YO_NG_2,45as110,52.74423835,13.82700589,36.47453826,165,116,63
PAR_PW_YO+EB_NG_1,15as-45,65.9204561,14.40766706,43.09611974,206,149,82
PAR_PW_YO+EB_NG_1,15as-30,65.37730879,14.29901911,43.30742994,204,148,81
PAR_PW_YO+EB_NG_1,15as-15,64.2261711,14.59402713,42.16730547,201,144,80
PAR_PW_YO+EB_NG_1,15as15,63.41576132,14.20325163,43.84861916,199,143,75
PAR_PW_YO+EB_NG_1,15as45,61.81778339,14.41039379,45.325977,195,138,68
PAR_PW_YO+EB_NG_1,15as80,60.14700242,14.20608088,44.57083351,189,134,65
PAR_PW_YO+EB_NG_1,45as-15,74.91292708,11.43201322,31.93710899,224,175,126
PAR_PW_YO+EB_NG_1,45as15,65.73255869,12.55839544,38.07733156,201,150,91
PAR_PW_YO+EB_NG_1,45as25,63.56884814,13.0774679,39.87475242,196,144,83
PAR_PW_YO+EB_NG_1,45as45,60.57998503,13.77201397,42.56800265,189,135,70
PAR_PW_YO+EB_NG_1,45as75,60.325561,13.14505393,42.43280356,188,135,70
PAR_PW_YO+EB_NG_1,45as110,59.77717397,12.6243912,41.12354681,185,134,71
PAR_PW_YO_PB_1,15as-45,58.34089982,16.44955054,34.56054139,184,128,80
PAR_PW_YO_PB_1,15as-30,59.00563408,16.43988456,34.04363887,186,130,83
PAR_PW_YO_PB_1,15as-15,59.37787471,16.6607122,32.97740962,187,131,86
PAR_PW_YO_PB_1,15as15,59.17574549,16.75116001,34.86655788,187,130,82
PAR_PW_YO_PB_1,15as45,56.40909429,17.78017983,39.19048585,182,122,67
PAR_PW_YO_PB_1,15as80,54.50302395,17.72376873,40.64764584,177,117,60
PAR_PW_YO_PB_1,45as-15,76.7173494,11.0299315,22.1053898,224,181,149
PAR_PW_YO_PB_1,45as15,64.3337907,13.83705574,29.28091825,196,146,104
PAR_PW_YO_PB_1,45as25,61.30944694,14.93370778,31.96432309,190,137,92
PAR_PW_YO_PB_1,45as45,57.13284665,16.53533628,36.41735571,182,125,74
PAR_PW_YO_PB_1,45as75,56.44803148,16.39475548,38.90089039,180,123,67
PAR_PW_YO_PB_1,45as110,56.55011205,15.78261797,39.03411085,180,124,67
PAR_PW_YO_NG_3,15as-45,54.33735619,13.4502707,32.26616222,168,120,74
PAR_PW_YO_NG_3,15as-30,53.62924192,13.39905743,31.99909324,166,118,73
PAR_PW_YO_NG_3,15as-15,52.92187045,13.57262351,31.08003355,164,117,73
PAR_PW_YO_NG_3,15as15,52.67058988,13.34448512,32.51086747,163,116,70
PAR_PW_YO_NG_3,15as45,50.9253918,13.79590539,35.18691612,160,111,61
PAR_PW_YO_NG_3,15as80,49.17793441,13.77862849,35.96562611,155,107,55
PAR_PW_YO_NG_3,45as-15,67.1669143,10.37723966,23.06873228,196,156,123
PAR_PW_YO_NG_3,45as15,56.08749137,12.01382504,28.82910116,170,126,85
PAR_PW_YO_NG_3,45as25,53.74316865,12.62767306,30.70595143,165,119,76
PAR_PW_YO_NG_3,45as45,50.93861362,13.54608183,33.78993,159,111,64
PAR_PW_YO_NG_3,45as75,50.98731887,13.00540394,35.02378466,159,112,61
PAR_PW_YO_NG_3,45as110,51.52941131,12.52861892,35.31128713,160,114,62
PAR_PW_YO_NG_1,15as-45,71.25606072,16.790796,48.93980964,227,161,84
PAR_PW_YO_NG_1,15as-30,70.74427199,16.23392952,48.75745364,225,160,83
PAR_PW_YO_NG_1,15as-15,69.31525752,16.2179838,47.4342497,220,157,82
PAR_PW_YO_NG_1,15as15,68.46111853,15.48928648,49.00478524,217,155,77
PAR_PW_YO_NG_1,15as45,66.38405791,15.87653659,51.32803912,212,149,67
PAR_PW_YO_NG_1,15as80,62.5910837,16.25269819,51.58024514,201,139,57
PAR_PW_YO_NG_1,45as-15,78.07123453,13.15956529,33.7305974,237,183,131
PAR_PW_YO_NG_1,45as15,68.28507541,14.10160423,41.70223989,212,155,91
PAR_PW_YO_NG_1,45as25,66.36170658,14.54825652,43.70624114,208,150,82
PAR_PW_YO_NG_1,45as45,63.03057799,15.27675136,47.29276133,200,141,67
PAR_PW_YO_NG_1,45as75,64.69168597,13.94902529,44.06700911,202,146,77
PAR_PW_YO_NG_1,45as110,62.42649572,13.82937526,43.99122648,195,140,72
PAR_PW_YO_CC_1,15as-45,64.22205086,16.55264346,41.25906759,204,143,82
PAR_PW_YO_CC_1,15as-30,64.36844605,16.58593974,41.76746572,204,143,81
PAR_PW_YO_CC_1,15as-15,63.70350549,16.99495399,41.33888491,203,141,81
PAR_PW_YO_CC_1,15as15,64.50342148,16.66303549,42.52649491,205,144,80
PAR_PW_YO_CC_1,15as45,63.05721855,17.03275193,44.14518419,202,140,73
PAR_PW_YO_CC_1,15as80,61.92837361,16.9804771,44.22386674,198,137,70
PAR_PW_YO_CC_1,45as-15,75.85121138,12.47533782,28.80039131,227,177,135
PAR_PW_YO_CC_1,45as15,67.92956648,14.08937772,35.11365845,209,155,103
PAR_PW_YO_CC_1,45as25,66.02074006,14.81516873,37.05831549,205,149,94
PAR_PW_YO_CC_1,45as45,63.6947464,15.5979147,39.71057606,200,142,83
PAR_PW_YO_CC_1,45as75,62.70862947,15.31803354,40.36271682,197,140,80
PAR_PW_YO_CC_1,45as110,63.42975513,14.80874637,39.05012137,198,142,84
PAR_PW_YO_CC_3,15as-45,55.38311781,14.20940888,31.80170845,172,122,78
PAR_PW_YO_CC_3,15as-30,55.69109799,14.39340704,32.19915019,173,123,78
PAR_PW_YO_CC_3,15as-15,55.48211019,14.76872269,31.78590737,173,122,78
PAR_PW_YO_CC_3,15as15,56.5963831,14.62984613,32.84388104,176,125,79
PAR_PW_YO_CC_3,15as45,55.44458967,15.24034101,35.3916969,175,122,72
PAR_PW_YO_CC_3,15as80,54.9791424,15.55846981,37.50877371,174,120,66
PAR_PW_YO_CC_3,45as-15,70.13132903,9.834341632,21.64519408,203,164,133
PAR_PW_YO_CC_3,45as15,62.04068149,11.63387511,26.49569457,185,141,104
PAR_PW_YO_CC_3,45as25,59.76270099,12.43959614,28.24074632,180,135,95
PAR_PW_YO_CC_3,45as45,57.07436541,13.5128289,30.86539788,175,127,84
PAR_PW_YO_CC_3,45as75,56.60073087,13.51645543,32.73275133,175,126,79
PAR_PW_YO_CC_3,45as110,58.20121203,13.51181278,34.15888595,180,130,80
PAR_PW_YO_MC_2,15as-45,72.40616673,10.36696287,36.45771027,217,169,111
PAR_PW_YO_MC_2,15as-30,72.20609744,10.75790328,37.90425306,217,168,108
PAR_PW_YO_MC_2,15as-15,71.66795172,11.52757197,38.72317597,217,166,105
PAR_PW_YO_MC_2,15as15,73.47055701,11.3515228,40.0550147,223,171,107
PAR_PW_YO_MC_2,15as45,73.95557159,11.21517748,39.68448929,224,173,109
PAR_PW_YO_MC_2,15as80,75.38044173,10.50148323,38.47153924,226,177,115
PAR_PW_YO_MC_2,45as-15,78.1976804,9.048279274,32.23576686,230,186,134
PAR_PW_YO_MC_2,45as15,73.71166341,9.883438216,36.0447009,220,173,115
